-0.01358764,-0.00727074106531856,0.0001943375,0
-0.01611878,-0.00271201564519439,-7.72525e-05,16.8730000000005
-0.01752339,-0.000217301215529175,-0.001574481,33.7360000000008
-0.02095813,-0.000659743630887613,-0.004142748,50.6940000000004
-0.02182731,-0.000356810969195824,-0.00858625,67.5010000000002
-0.02266077,-0.000356810969195824,-0.01138796,84.3390000000009
-0.02321527,-9.96742912111847e-07,-0.01048021,101.232
-0.02421544,-9.45616557609332e-05,-0.008761374,118.124000000001
-0.02462674,-0.000769117812451958,-0.009347856,134.994000000001
-0.02109229,-0.00295220450437615,-0.01240228,151.870000000001
-0.01863409,-0.00285414890153289,-0.01560686,168.712
-0.01943044,-0.00285414890153289,-0.01821778,185.580000000001
-0.02120331,-0.000417367163834922,-0.02039587,202.495000000001
-0.02199806,-2.73439619762824e-07,-0.02177567,219.411
-0.02133109,-2.9713970229194e-05,-0.02135523,236.259
-0.02028621,-0.000351431068331763,-0.0205431,253.094
-0.01846736,-0.00176451867106537,-0.0215526,269.997
-0.01715166,-0.00372054733577711,-0.02335235,286.822
-0.01617865,-0.00372054733577711,-0.02453015,303.725
-0.01634716,-0.00301699609626311,-0.02396946,320.671
-0.01643888,-0.00262731462195962,-0.02341081,337.495000000001
-0.01634178,-0.00208433429132131,-0.02331803,354.382000000001
-0.01646188,-0.00102021029624433,-0.02337378,371.38
-0.01653381,-0.00145486580587451,-0.02348729,388.257000000001
-0.0152544,-0.00145486580587451,-0.02338216,404.929
-0.01288022,-0.00650391450781974,-0.02325008,421.831
-0.01154619,-0.00878527985644381,-0.02400035,438.717000000001
-0.009374605,-0.00439149567803369,-0.02643754,455.632000000001
-0.00633857,-1.40929036262468e-06,-0.03169026,472.456
-0.007120467,-0.00613530695319317,-0.03366398,489.334000000001
-0.009842418,-0.00479945311601648,-0.03058211,506.155000000001
-0.01035825,-0.00479945311601648,-0.02998167,522.974
-0.0004809272,-0.00618421777739461,-0.03037896,539.943
-0.002814383,-0.0032043859148049,-0.0298292,556.76
-0.004715035,-0.000111659763885059,-0.02685687,573.649
-0.005925097,-0.00388370258395628,-0.02352557,590.532
-0.004438171,-0.00461497880485288,-0.02232553,607.392000000001
-0.004140011,-0.00461497880485288,-0.0222114,624.242
-0.006903062,-0.000730553905091543,-0.02104569,641.183
